1	у	у	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#1.241#1.491
2	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@ns1982m-words#@ns1982m#1.491#1.741
3	никак	никак	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#1.741#1.991
4	эээ	эээ	INTJ	_	_	_	_	_	@ns1982m-words#@ns1982m#1.991#2.241
5	ваша	ваш	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#2.241#2.491
6	музыка	музыка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#2.491#2.741
7	и	и	CCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#2.741#2.991
8	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#2.991#3.241
9	что	что	SCONJ	_	Case=Acc	_	_	_	@ns1982m-words#@ns1982m#3.241#3.491
10	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ns1982m-words#@ns1982m#3.491#3.741
11	делаете	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#3.741#3.991
12	не	не	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#3.991#4.241
13	ассоциируется	ассоциироваться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ns1982m-words#@ns1982m#4.241#4.491
14	с	с	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#4.491#4.741
15	первым	первый	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#4.741#4.991
16	каналом	канал	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#4.991#5.241
17	даже	даже	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#5.586#5.861
18	с	с	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#5.861#6.136
19	эфиром	эфир	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#6.136#6.411
20	вечернего	вечерний	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#6.411#6.686
21	урганта	Ургант	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#6.686#6.965
22	не	не	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#8.896#9.108
23	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#9.108#9.32
24	ну	ну	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#9.32#9.532
25	потому	потому	SCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#9.532#9.744
26	что	что	SCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#9.744#9.956
27	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@ns1982m-words#@ns1982m#9.956#10.168
28	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#10.168#10.38
29	ну	ну	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#10.38#10.592
30	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@ns1982m-words#@ns1982m#10.592#10.804
31	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@ns1982m-words#@ns1982m#10.804#11.016
32	против	против	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#11.016#11.228
33	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#11.228#11.44
34	течения	течение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#11.44#11.655
35	во	в	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#12.172#12.505
36	всех	весь	DET	_	Case=Loc|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#12.505#12.838
37	отношениях	отношение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#12.838#13.172
38	сколько	сколько	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#26.344#26.53
39	группе	группа	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#26.53#26.716
40	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#26.716#26.902
41	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#26.902#27.089
42	ну	ну	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#28.537#28.689
43	а	а	CCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#28.689#28.841
44	сколько	сколько	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#28.841#28.993
45	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#28.993#29.145
46	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#29.145#29.298
47	сколько	сколько	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#33.208#33.461
48	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#33.461#33.714
49	группе	группа	NOUN	_	Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#33.714#33.967
50	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#33.967#34.223
51	обидно	обидно	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#38.656#38.944
52	когда	когда	SCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#38.944#39.232
53	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@ns1982m-words#@ns1982m#39.232#39.52
54	эээ	эээ	INTJ	_		_	_	_	@ns1982m-words#@ns1982m#39.52#39.808
55	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#39.808#40.096
56	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@ns1982m-words#@ns1982m#40.096#40.384
57	делаешь	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#40.384#40.672
58	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#40.672#40.96
59	эээ	эээ	INTJ	_	_	_	_	_	@ns1982m-words#@ns1982m#40.96#41.253
60	много	много	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#41.671#41.936
61	чего	что	ADV	_	Case=Gen	_	_	_	@ns1982m-words#@ns1982m#41.936#42.201
62	делаешь	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#42.201#42.466
63	и	и	CCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#42.466#42.731
64	делаешь	делать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#42.731#42.996
65	при	при	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#42.996#43.261
66	этом	это	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#43.261#43.526
67	круто	круто	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#43.526#43.791
68	там	там	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#43.94#44.268
69	первый	первый	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#44.268#44.596
70	альбом	альбом	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#44.596#44.924
71	Дотерс	Дотерс	PROPN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#44.924#45.252
72	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@ns1982m-words#@ns1982m#45.252#45.58
73	очень	очень	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#45.58#45.908
74	крутой	крутой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#45.908#46.238
75	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@ns1982m-words#@ns1982m#46.82#47.088
76	очень	очень	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#47.088#47.356
77	крутой	крутой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#47.356#47.624
78	но	но	CCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#47.624#47.892
79	пока	пока	SCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#47.892#48.16
80	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#48.16#48.428
81	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@ns1982m-words#@ns1982m#48.428#48.696
82	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#48.696#48.964
83	не	не	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#48.964#49.232
84	дожидаешься	дожидаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ns1982m-words#@ns1982m#49.232#49.5
85	момента	момент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#49.5#49.768
86	когда	когда	SCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#49.768#50.036
87	все	все	PRON	_	Animacy=Anim|Case=Nom|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#50.036#50.304
88	начинают	начинать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#50.304#50.572
89	о	о	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#50.572#50.84
90	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@ns1982m-words#@ns1982m#50.84#51.108
91	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#51.108#51.376
92	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#51.376#51.644
93	все	весь	DET	_	_	_	_	_	@ns1982m-words#@ns1982m#51.644#51.912
94	у	у	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#51.912#52.18
95	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@ns1982m-words#@ns1982m#52.18#52.448
96	просят	просить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#52.448#52.716
97	интервью	интервью	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#52.716#52.984
98	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#52.984#53.252
99	все	весь	DET	_	_	_	_	_	@ns1982m-words#@ns1982m#53.252#53.52
100	тебя	ты	PRON	_	Case=Acc|Number=Sing|Person=2	_	_	_	@ns1982m-words#@ns1982m#53.52#53.788
101	ставят	ставить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#53.788#54.056
102	на	на	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#54.056#54.324
103	обложки	обложка	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#54.324#54.592
104	никакого	никакой	DET	_	Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#54.592#54.86
105	вечернего	вечерний	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#54.86#55.128
106	урганта	Ургант	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#55.128#55.396
107	нет	нет	PRED	_	_	_	_	_	@ns1982m-words#@ns1982m#55.396#55.686
108	и	и	CCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#57.507#57.739
109	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#57.739#57.971
110	ну	ну	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#57.971#58.203
111	обидно	обидно	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@ns1982m-words#@ns1982m#58.203#58.435
112	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#58.435#58.667
113	не	не	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#58.667#58.899
114	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#58.899#59.131
115	нет	нет	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#59.131#59.363
116	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#59.363#59.597
117	[нрзб]	[нрзб]	X	_	_	_	_	_	@ns1982m-words#@ns1982m#60.194#60.426
118	момент	момент	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#60.426#60.658
119	не	не	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#60.658#60.89
120	хочется	хотеться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ns1982m-words#@ns1982m#60.89#61.122
121	сделать	сделать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#61.122#61.354
122	жест	жест	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#61.354#61.586
123	и	и	CCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#61.586#61.818
124	не	не	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#61.818#62.05
125	идти	идти	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#62.05#62.282
126	туда	туда	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#62.282#62.514
127	куда	куда	SCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#62.514#62.746
128	все	весь	DET	_	Animacy=Anim|Case=Nom|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#62.746#62.978
129	идут	идти	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#62.978#63.21
130	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#63.21#63.447
131	и	и	CCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#63.97#64.223
132	не	не	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#64.223#64.476
133	выступать	выступать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#64.476#64.729
134	в	в	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#64.729#64.982
135	компании	компания	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#64.982#65.235
136	там	там	PART	_	_	_	_	_	@ns1982m-words#@ns1982m#65.235#65.492
137	сегодня	сегодня	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#65.537#65.87
138	там	там	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#65.87#66.203
139	выступает	выступать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#66.203#66.536
140	ани	Ани	PRONP	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#66.536#66.869
141	лорак	Лорак	PRONP	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#66.869#67.202
142	завтра	завтра	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#67.202#67.535
143	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#67.535#67.868
144	пелагея	Пелагея	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#67.868#68.201
145	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#68.201#68.534
146	потом	потом	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#68.534#68.867
147	леонид	Леонид	PRONP	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#68.867#69.2
148	агутин	Агутин	PRONP	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#69.2#69.533
149	а	а	CCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#69.533#69.866
150	потом	потом	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#69.866#70.199
151	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ns1982m-words#@ns1982m#70.199#70.537
152	надо	надо	PRED	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#158.686#159.008
153	для	для	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#159.008#159.33
154	всех	все	DET	_	Animacy=Anim|Case=Gen|Number=Plur	_	_	_	@ns1982m-words#@ns1982m#159.33#159.652
155	короче	коротко	ADV	_	Degree=Cmp	_	_	_	@ns1982m-words#@ns1982m#159.652#159.974
156	зафиксировать	зафиксировать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#159.974#160.296
157	что	что	SCONJ	_	Case=Acc	_	_	_	@ns1982m-words#@ns1982m#160.296#160.618
158	правильно	правильно	PRED	_	_	_	_	_	@ns1982m-words#@ns1982m#160.618#160.94
159	говорить	говорить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#160.94#161.268
160	Шорт...	Шорт...	X	_	_	_	_	_	@ns1982m-words#@ns1982m#161.552#162.425
161	парис	парис	X	_		_	_	_	@ns1982m-words#@ns1982m#162.425#163.298
162	Шортпарис	Шортпарис	PROPN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#164.089#165.014
163	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ns1982m-words#@ns1982m#165.119#165.356
164	очень	очень	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#165.356#165.593
165	похожи	похожий	ADJ	_	Degree=Pos|Number=Plur|Variant=Short	_	_	_	@ns1982m-words#@ns1982m#165.593#165.83
166	на	на	ADP	_	_	_	_	_	@ns1982m-words#@ns1982m#165.83#166.067
167	Владимира	Владимир	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#166.067#166.304
168	Маяковского	Маяковский	PROPN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#166.304#166.541
169	/	/	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#166.541#166.778
170	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@ns1982m-words#@ns1982m#166.778#167.015
171	это	это	DET	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#167.015#167.252
172	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#167.252#167.489
173	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#167.489#167.731
174	это	это	DET	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#168.791#169.052
175	сознательно	сознательно	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#169.052#169.313
176	сделано	сделать	VERB	_	Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@ns1982m-words#@ns1982m#169.313#169.574
177	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#169.574#169.835
178	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#172.926#173.207
179	есть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ns1982m-words#@ns1982m#173.207#173.488
180	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#173.488#173.769
181	что	что	SCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#173.769#174.05
182	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@ns1982m-words#@ns1982m#174.05#174.331
183	подстрижены	подстричь	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@ns1982m-words#@ns1982m#174.331#174.612
